Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region
South Australia,Australia,-34.9285,138.6007,5/16/2020,439,4,435,0,Western Pacific
Tasmania,Australia,-42.8821,147.3272,5/16/2020,228,13,192,23,Western Pacific
Victoria,Australia,-37.8136,144.9631,5/16/2020,1558,18,1417,123,Western Pacific
Western Australia,Australia,-31.9505,115.8605,5/16/2020,553,9,541,3,Western Pacific
,Austria,47.5162,14.5501,5/16/2020,16201,629,14524,1048,Europe
,Azerbaijan,40.1431,47.5769,5/16/2020,3138,36,1944,1158,Europe
,Bahamas,25.025885,-78.035889,5/16/2020,96,11,42,43,Americas
,Bahrain,26.0275,50.55,5/16/2020,6747,12,2762,3973,Eastern Mediterranean
,Bangladesh,23.685,90.3563,5/16/2020,20995,314,4117,16564,South-East Asia
,Barbados,13.1939,-59.5432,5/16/2020,86,7,67,12,Americas
,Belarus,53.7098,27.9534,5/16/2020,28681,160,9498,19023,Europe
,Belgium,50.8333,4.469936,5/16/2020,54989,9005,14460,31524,Europe
,Benin,9.3077,2.3158,5/16/2020,339,2,83,254,Africa
,Bhutan,27.5142,90.4336,5/16/2020,21,0,5,16,South-East Asia
,Bolivia,-16.2902,-63.5887,5/16/2020,3826,165,473,3188,Americas
,Bosnia and Herzegovina,43.9159,17.6791,5/16/2020,2267,129,1355,783,Europe
,Brazil,-14.235,-51.9253,5/16/2020,233511,15662,89672,128177,Americas
,Brunei,4.5353,114.7277,5/16/2020,141,1,136,4,Western Pacific
,Bulgaria,42.7339,25.4858,5/16/2020,2175,105,573,1497,Europe
,Burkina Faso,12.2383,-1.5616,5/16/2020,782,51,604,127,Africa
,Cabo Verde,16.5388,-23.0418,5/16/2020,328,3,84,241,Africa
,Cambodia,11.55,104.9167,5/16/2020,122,0,122,0,Western Pacific
,Cameroon,3.848,11.5021,5/16/2020,3105,140,1567,1398,Africa
Alberta,Canada,53.9333,-116.5765,5/16/2020,6587,126,0,6461,Americas
British Columbia,Canada,53.7267,-127.6476,5/16/2020,2428,141,0,2287,Americas
Manitoba,Canada,53.7609,-98.8139,5/16/2020,289,7,0,282,Americas
New Brunswick,Canada,46.5653,-66.4619,5/16/2020,120,0,0,120,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,5/16/2020,260,3,0,257,Americas
Nova Scotia,Canada,44.682,-63.7443,5/16/2020,1037,55,0,982,Americas
Ontario,Canada,51.2538,-85.3232,5/16/2020,23645,1976,0,21669,Americas
Prince Edward Island,Canada,46.5107,-63.4168,5/16/2020,27,0,0,27,Americas
Quebec,Canada,52.9399,-73.5491,5/16/2020,42192,3484,0,38708,Americas
Saskatchewan,Canada,52.9399,-106.4509,5/16/2020,591,7,0,584,Americas
,Central African Republic,6.6111,20.9394,5/16/2020,327,0,13,314,Africa
,Chad,15.4542,18.7322,5/16/2020,474,50,111,313,Africa
,Chile,-35.6751,-71.543,5/16/2020,50016,421,18014,31581,Americas
Anhui,China,31.8257,117.2264,5/16/2020,991,6,985,0,Western Pacific
Beijing,China,40.1824,116.4142,5/16/2020,593,9,577,7,Western Pacific
Chongqing,China,30.0572,107.874,5/16/2020,579,6,573,0,Western Pacific
Fujian,China,26.0789,117.9874,5/16/2020,356,1,355,0,Western Pacific
Gansu,China,35.7518,104.2861,5/16/2020,139,2,137,0,Western Pacific
Guangdong,China,23.3417,113.4244,5/16/2020,1590,8,1579,3,Western Pacific
Guangxi,China,23.8298,108.7881,5/16/2020,254,2,252,0,Western Pacific
Guizhou,China,26.8154,106.8748,5/16/2020,147,2,145,0,Western Pacific
Hainan,China,19.1959,109.7453,5/16/2020,169,6,162,1,Western Pacific
Hebei,China,39.549,116.1306,5/16/2020,328,6,0,322,Western Pacific
Heilongjiang,China,47.862,127.7615,5/16/2020,945,13,932,0,Western Pacific
Henan,China,37.8957,114.9042,5/16/2020,1276,22,0,1254,Western Pacific
Hong Kong,China,22.3,114.2,5/16/2020,1052,4,1022,26,Western Pacific
Hubei,China,30.9756,112.2707,5/16/2020,68134,4512,63616,6,Western Pacific
Hunan,China,27.6104,111.7088,5/16/2020,1019,4,1015,0,Western Pacific
Inner Mongolia,China,44.0935,113.9448,5/16/2020,209,1,196,12,Western Pacific
Jiangsu,China,32.9711,119.455,5/16/2020,653,0,653,0,Western Pacific
Jiangxi,China,27.614,115.7221,5/16/2020,937,1,936,0,Western Pacific
Jilin,China,43.6661,126.1923,5/16/2020,144,2,113,29,Western Pacific
Liaoning,China,41.2956,122.6085,5/16/2020,149,2,144,3,Western Pacific
Macau,China,22.1667,113.55,5/16/2020,45,0,44,1,Western Pacific
Ningxia,China,37.2692,106.1655,5/16/2020,75,0,75,0,Western Pacific
Qinghai,China,35.7452,95.9956,5/16/2020,18,0,18,0,Western Pacific
Shaanxi,China,35.1917,108.8701,5/16/2020,308,3,301,4,Western Pacific
Shandong,China,36.3427,118.1498,5/16/2020,788,7,780,1,Western Pacific
Shanghai,China,31.202,121.4491,5/16/2020,665,7,641,17,Western Pacific
Shanxi,China,37.5777,112.2922,5/16/2020,198,0,198,0,Western Pacific
Sichuan,China,30.6171,102.7103,5/16/2020,561,3,558,0,Western Pacific
Tianjin,China,39.3054,117.323,5/16/2020,192,3,187,2,Western Pacific
Tibet,China,31.6927,88.0924,5/16/2020,1,0,1,0,Western Pacific
Xinjiang,China,41.1129,85.2401,5/16/2020,76,3,73,0,Western Pacific
Yunnan,China,24.974,101.487,5/16/2020,185,2,183,0,Western Pacific
Zhejiang,China,29.1832,120.0934,5/16/2020,1268,1,1267,0,Western Pacific
,Colombia,4.5709,-74.2973,5/16/2020,14939,562,3587,10790,Americas
,Congo (Brazzaville),-0.228,15.8277,5/16/2020,391,15,87,289,Africa
,Congo (Kinshasa),-4.0383,21.7587,5/16/2020,1455,61,270,1124,Africa
,Costa Rica,9.7489,-83.7534,5/16/2020,853,10,551,292,Americas
,Cote d'Ivoire,7.54,-5.5471,5/16/2020,2061,25,987,1049,Africa
,Croatia,45.1,15.2,5/16/2020,2224,95,1913,216,Europe
,Cuba,21.521757,-77.781167,5/16/2020,1862,79,1460,323,Americas
,Cyprus,35.1264,33.4299,5/16/2020,914,17,515,382,Europe
,Czechia,49.8175,15.473,5/16/2020,8455,296,5422,2737,Europe
Faroe Islands,Denmark,61.8926,-6.9118,5/16/2020,187,0,187,0,Europe
Greenland,Greenland,71.7069,-42.6043,5/16/2020,11,0,11,0,Europe
,Denmark,56.2639,9.5018,5/16/2020,10858,543,9107,1208,Europe
,Djibouti,11.8251,42.5903,5/16/2020,1331,4,950,377,Eastern Mediterranean
,Dominican Republic,18.7357,-70.1627,5/16/2020,12110,428,3726,7956,Americas
,Ecuador,-1.8312,-78.1834,5/16/2020,32763,2688,3433,26642,Americas
,Egypt,26.820553,30.802498,5/16/2020,11719,612,2950,8157,Eastern Mediterranean
,El Salvador,13.7942,-88.8965,5/16/2020,1265,26,441,798,Americas
,Equatorial Guinea,1.6508,10.2679,5/16/2020,594,7,22,565,Africa
,Eritrea,15.1794,39.7823,5/16/2020,39,0,39,0,Africa
,Estonia,58.5953,25.0136,5/16/2020,1770,63,934,773,Europe
,Eswatini,-26.5225,31.4659,5/16/2020,202,2,72,128,Africa
,Ethiopia,9.145,40.4897,5/16/2020,306,5,113,188,Africa
,Fiji,-17.7134,178.065,5/16/2020,18,0,15,3,Western Pacific
,Finland,61.92411,25.748151,5/16/2020,6286,297,5000,989,Europe
French Guiana,France,3.9339,-53.1258,5/16/2020,197,1,125,71,Europe
French Polynesia,France,-17.6797,149.4068,5/16/2020,60,0,59,1,Europe
Guadeloupe,France,16.265,-61.551,5/16/2020,155,13,109,33,Europe
Mayotte,France,-12.8275,45.166244,5/16/2020,1312,18,627,667,Europe
New Caledonia,France,-20.904305,165.618042,5/16/2020,18,0,18,0,Europe
Reunion,France,-21.1151,55.5364,5/16/2020,443,0,354,89,Europe
Saint Barthelemy,France,17.9,-62.8333,5/16/2020,6,0,6,0,Europe
St Martin,France,18.0708,-63.0501,5/16/2020,39,3,30,6,Europe
Martinique,France,14.6415,-61.0242,5/16/2020,192,14,91,87,Europe
,France,46.2276,2.2137,5/16/2020,177207,27483,59142,90582,Europe
,Gabon,-0.8037,11.6094,5/16/2020,1320,11,244,1065,Africa
,Gambia,13.4432,-15.3101,5/16/2020,23,1,12,10,Africa
,Georgia,42.3154,43.3569,5/16/2020,683,12,419,252,Europe
,Germany,51.165691,10.451526,5/16/2020,175752,7938,152600,15214,Europe
,Ghana,7.9465,-1.0232,5/16/2020,5735,29,1754,3952,Africa
,Greece,39.0742,21.8243,5/16/2020,2819,162,1374,1283,Europe
,Guatemala,15.7835,-90.2308,5/16/2020,1763,33,138,1592,Americas
,Guinea,9.9456,-9.6966,5/16/2020,2658,16,1133,1509,Africa
,Guyana,4.860416,-58.93018,5/16/2020,117,10,43,64,Americas
,Haiti,18.9712,-72.2852,5/16/2020,358,20,29,309,Americas
,Holy See,41.9029,12.4534,5/16/2020,12,0,2,10,Europe
,Honduras,15.2,-86.2419,5/16/2020,2565,138,278,2149,Americas
,Hungary,47.1625,19.5033,5/16/2020,3473,448,1371,1654,Europe
,Iceland,64.9631,-19.0208,5/16/2020,1802,10,1786,6,Europe
,India,20.593684,78.96288,5/16/2020,90648,2871,34224,53553,South-East Asia
,Indonesia,-0.7893,113.9213,5/16/2020,17025,1089,3911,12025,South-East Asia
,Iran,32.427908,53.688046,5/16/2020,118392,6937,93147,18308,Eastern Mediterranean
,Iraq,33.223191,43.679291,5/16/2020,3260,121,2126,1013,Eastern Mediterranean
,Ireland,53.1424,-7.6921,5/16/2020,24048,1533,19470,3045,Europe
,Israel,31.046051,34.851612,5/16/2020,16608,268,12855,3485,Europe
,Italy,41.87194,12.56738,5/16/2020,224760,31763,122810,70187,Europe
,Jamaica,18.1096,-77.2975,5/16/2020,517,9,121,387,Americas
,Japan,36.204824,138.252924,5/16/2020,16202,778,10338,5086,Western Pacific
,Jordan,31.24,36.51,5/16/2020,607,9,404,194,Eastern Mediterranean
,Kazakhstan,48.0196,66.9237,5/16/2020,5850,34,2980,2836,Europe
,Kenya,-0.0236,37.9062,5/16/2020,830,50,301,479,Africa
,South Korea,35.907757,127.766922,5/16/2020,11050,262,9888,900,Western Pacific
,Kuwait,29.31166,47.481766,5/16/2020,13802,107,3843,9852,Eastern Mediterranean
,Kyrgyzstan,41.20438,74.766098,5/16/2020,1117,14,783,320,Europe
,Latvia,56.8796,24.6032,5/16/2020,997,19,662,316,Europe
,Lebanon,33.8547,35.8623,5/16/2020,902,26,247,629,Eastern Mediterranean
,Liberia,6.428055,-9.429499,5/16/2020,223,20,116,87,Africa
,Liechtenstein,47.14,9.55,5/16/2020,82,1,81,0,Europe
,Lithuania,55.1694,23.8813,5/16/2020,1534,55,988,491,Europe
,Luxembourg,49.8153,6.1296,5/16/2020,3930,104,3699,127,Europe
,Madagascar,-18.766947,46.869107,5/16/2020,283,0,114,169,Africa
,Malaysia,4.210484,101.975766,5/16/2020,6872,113,5512,1247,Western Pacific
,Maldives,3.2028,73.2207,5/16/2020,1078,4,58,1016,South-East Asia
,Malta,35.9375,14.3754,5/16/2020,546,6,450,90,Europe
,Mauritania,21.0079,-10.9408,5/16/2020,40,4,7,29,Africa
,Mauritius,-20.348404,57.552152,5/16/2020,332,10,322,0,Africa
,Mexico,23.6345,-102.5528,5/16/2020,47144,5045,31848,10251,Americas
,Moldova,47.4116,28.3699,5/16/2020,5934,207,2344,3383,Europe
,Monaco,43.7333,7.4167,5/16/2020,96,4,87,5,Europe
,Mongolia,46.8625,103.8467,5/16/2020,135,0,20,115,Western Pacific
,Montenegro,42.708678,19.37439,5/16/2020,324,9,311,4,Europe
,Morocco,31.7917,-7.0926,5/16/2020,6741,192,3487,3062,Eastern Mediterranean
,Namibia,-22.9576,18.4904,5/16/2020,16,0,13,3,Africa
,Nepal,28.1667,84.25,5/16/2020,291,1,36,254,South-East Asia
Aruba,Netherlands,12.5211,-69.9683,5/16/2020,101,3,93,5,Europe
Curacao,Netherlands,12.1696,-68.99,5/16/2020,16,1,14,1,Europe
Sint Maarten,Netherlands,18.0425,-63.0548,5/16/2020,77,15,54,8,Europe
,Netherlands,52.1326,5.2913,5/16/2020,43870,5670,0,38200,Europe
,New Zealand,-40.9006,174.886,5/16/2020,1499,21,1433,45,Western Pacific
,Nicaragua,12.865416,-85.207229,5/16/2020,25,8,7,10,Americas
,Niger,17.607789,8.081666,5/16/2020,889,51,689,149,Africa
,Nigeria,9.082,8.6753,5/16/2020,5621,176,1472,3973,Africa
,North Macedonia,41.6086,21.7453,5/16/2020,1762,98,1267,397,Europe
,Norway,60.472,8.4689,5/16/2020,8237,232,32,7973,Europe
,Oman,21.512583,55.923255,5/16/2020,5029,21,1436,3572,Eastern Mediterranean
,Pakistan,30.3753,69.3451,5/16/2020,40151,873,11341,27937,Eastern Mediterranean
,Panama,8.538,-80.7821,5/16/2020,9449,269,6080,3100,Americas
,Papua New Guinea,-6.314993,143.95555,5/16/2020,8,0,8,0,Western Pacific
,Paraguay,-23.4425,-58.4438,5/16/2020,778,11,198,569,Americas
,Peru,-9.19,-75.0152,5/16/2020,88541,2523,28272,57746,Americas
,Philippines,12.879721,121.774017,5/16/2020,12305,817,2561,8927,Western Pacific
,Poland,51.9194,19.1451,5/16/2020,18257,915,7175,10167,Europe
,Portugal,39.3999,-8.2245,5/16/2020,28810,1203,3822,23785,Europe
,Qatar,25.3548,51.1839,5/16/2020,30972,15,3788,27169,Eastern Mediterranean
,Romania,45.9432,24.9668,5/16/2020,16704,1094,9574,6036,Europe
,Russia,61.52401,105.318756,5/16/2020,272043,2537,63166,206340,Europe
,Rwanda,-1.9403,29.8739,5/16/2020,289,0,178,111,Africa
,Saint Lucia,13.9094,-60.9789,5/16/2020,18,0,18,0,Americas
,Saint Vincent and the Grenadines,12.9843,-61.2872,5/16/2020,17,0,14,3,Americas
,San Marino,43.9424,12.4578,5/16/2020,653,41,198,414,Europe
,Saudi Arabia,23.885942,45.079162,5/16/2020,52016,302,23666,28048,Eastern Mediterranean
,Senegal,14.4974,-14.4524,5/16/2020,2429,25,949,1455,Africa
,Serbia,44.0165,21.0059,5/16/2020,10496,228,4479,5789,Europe
,Seychelles,-4.6796,55.492,5/16/2020,11,0,10,1,Africa
,Singapore,1.2833,103.8333,5/16/2020,27356,22,8342,18992,Western Pacific
,Slovakia,48.669,19.699,5/16/2020,1493,28,1151,314,Europe
,Slovenia,46.1512,14.9955,5/16/2020,1465,103,272,1090,Europe
,Somalia,5.152149,46.199616,5/16/2020,1357,55,148,1154,Eastern Mediterranean
,South Africa,-30.5595,22.9375,5/16/2020,14355,261,6478,7616,Africa
,Spain,40.463667,-3.74922,5/16/2020,230698,27563,146446,56689,Europe
,Sri Lanka,7.873054,80.771797,5/16/2020,960,9,520,431,South-East Asia
,Sudan,12.8628,30.2176,5/16/2020,2289,97,222,1970,Eastern Mediterranean
,Suriname,3.9193,-56.0278,5/16/2020,10,1,9,0,Americas
,Sweden,60.128161,18.643501,5/16/2020,29677,3674,0,26003,Europe
,Switzerland,46.8182,8.2275,5/16/2020,30572,1879,27400,1293,Europe
,Taiwan*,23.7,121,5/16/2020,440,7,389,44,Western Pacific
,Tanzania,-6.369028,34.888822,5/16/2020,509,21,183,305,Africa
,Thailand,15.870032,100.992541,5/16/2020,3025,56,2855,114,South-East Asia
,Togo,8.6195,0.8248,5/16/2020,298,11,99,188,Africa
,Trinidad and Tobago,10.6918,-61.2225,5/16/2020,116,8,107,1,Americas
,Tunisia,33.886917,9.537499,5/16/2020,1037,45,807,185,Eastern Mediterranean
,Turkey,38.9637,35.2433,5/16/2020,148067,4096,108137,35834,Europe
,Uganda,1.373333,32.290275,5/16/2020,227,0,63,164,Africa
,Ukraine,48.3794,31.1656,5/16/2020,17858,497,4906,12455,Europe
,United Arab Emirates,23.424076,53.847818,5/16/2020,22627,214,7931,14482,Eastern Mediterranean
Bermuda,United Kingdom,32.3078,-64.7505,5/16/2020,123,9,73,41,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,5/16/2020,94,1,55,38,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,5/16/2020,554,43,458,53,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,5/16/2020,147,0,145,2,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,5/16/2020,335,24,285,26,Europe
Montserrat,United Kingdom,16.742498,-62.187366,5/16/2020,11,1,10,0,Europe
,United Kingdom,55.3781,-3.436,5/16/2020,228106,34508,0,193598,Europe
,Uruguay,-32.5228,-55.7658,5/16/2020,733,19,558,156,Americas
,US,40,-100,5/16/2020,1474128,89892,268376,1115860,Americas
,Uzbekistan,41.377491,64.585262,5/16/2020,2738,11,2213,514,Europe
,Venezuela,6.4238,-66.5897,5/16/2020,504,10,241,253,Americas
,Vietnam,14.058324,108.277199,5/16/2020,318,0,260,58,Western Pacific
,Zambia,-13.133897,27.849332,5/16/2020,679,7,183,489,Africa
,Zimbabwe,-19.015438,29.154857,5/16/2020,42,4,13,25,Africa
,Dominica,15.415,-61.371,5/16/2020,16,0,15,1,Americas
,Grenada,12.1165,-61.679,5/16/2020,22,0,14,8,Americas
,Mozambique,-18.665695,35.529562,5/16/2020,129,0,0,129,Africa
,Syria,34.802075,38.996815,5/16/2020,51,3,0,48,Eastern Mediterranean
,Timor-Leste,-8.874217,125.727539,5/16/2020,24,0,0,24,South-East Asia
,Belize,17.1899,-88.4976,5/16/2020,18,2,16,0,Americas
,Laos,19.85627,102.495496,5/16/2020,19,0,14,5,Western Pacific
,Libya,26.3351,17.228331,5/16/2020,65,3,28,34,Eastern Mediterranean
,West Bank and Gaza,31.9522,35.2332,5/16/2020,376,2,329,45,Eastern Mediterranean
,Guinea-Bissau,11.8037,-15.1804,5/16/2020,969,4,26,939,Africa
,Mali,17.570692,-3.996166,5/16/2020,835,48,479,308,Africa
,Saint Kitts and Nevis,17.357822,-62.782998,5/16/2020,15,0,14,1,Americas
Northwest Territories,Canada,64.8255,-124.8457,5/16/2020,5,0,0,5,Americas
Yukon,Canada,64.2823,-135,5/16/2020,11,0,0,11,Americas
,Kosovo,42.602636,20.902977,5/16/2020,944,29,690,225,Europe
,Burma,21.9162,95.956,5/16/2020,182,6,96,80,South-East Asia
Anguilla,United Kingdom,18.2206,-63.0686,5/16/2020,3,0,3,0,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,5/16/2020,8,1,6,1,Europe
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,5/16/2020,12,1,10,1,Europe
,Botswana,-22.3285,24.6849,5/16/2020,24,1,17,6,Africa
,Burundi,-3.3731,29.9189,5/16/2020,15,1,7,7,Africa
,Sierra Leone,8.460555,-11.779889,5/16/2020,462,29,106,327,Africa
,Malawi,-13.2543,34.3015,5/16/2020,65,3,24,38,Africa
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,5/16/2020,13,0,13,0,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,5/16/2020,1,0,1,0,Europe
,South Sudan,6.877,31.307,5/16/2020,236,4,4,228,Africa
,Western Sahara,24.2155,-12.8858,5/16/2020,6,0,6,0,Africa
,Sao Tome and Principe,0.1864,6.6131,5/16/2020,235,7,4,224,Africa
,Yemen,15.552727,48.516388,5/16/2020,122,18,1,103,Eastern Mediterranean
,Comoros,-11.6455,43.3333,5/16/2020,11,1,3,7,Africa
,Tajikistan,38.861,71.2761,5/16/2020,1322,36,0,1286,Europe
,Lesotho,-29.61,28.2336,5/16/2020,1,0,0,1,Africa
,Afghanistan,33.93911,67.709953,5/17/2020,6664,169,778,5717,Eastern Mediterranean
,Albania,41.1533,20.1683,5/17/2020,946,31,715,200,Europe
,Algeria,28.0339,1.6596,5/17/2020,7019,548,3507,2964,Africa
,Andorra,42.5063,1.5218,5/17/2020,761,51,617,93,Europe
,Angola,-11.2027,17.8739,5/17/2020,48,2,17,29,Africa
,Antigua and Barbuda,17.0608,-61.7964,5/17/2020,25,3,19,3,Americas
,Argentina,-38.4161,-63.6167,5/17/2020,8068,373,2569,5126,Americas
,Armenia,40.0691,45.0382,5/17/2020,4472,60,1925,2487,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,5/17/2020,107,3,104,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,5/17/2020,3076,46,2612,418,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,5/17/2020,29,0,27,2,Western Pacific
Queensland,Australia,-27.4698,153.0251,5/17/2020,1057,6,1038,13,Western Pacific
South Australia,Australia,-34.9285,138.6007,5/17/2020,439,4,435,0,Western Pacific
Tasmania,Australia,-42.8821,147.3272,5/17/2020,228,13,194,21,Western Pacific
Victoria,Australia,-37.8136,144.9631,5/17/2020,1564,18,1439,107,Western Pacific
Western Australia,Australia,-31.9505,115.8605,5/17/2020,554,9,543,2,Western Pacific
,Austria,47.5162,14.5501,5/17/2020,16242,629,14563,1050,Europe
,Azerbaijan,40.1431,47.5769,5/17/2020,3274,39,2015,1220,Europe
,Bahamas,25.025885,-78.035889,5/17/2020,96,11,42,43,Americas
,Bahrain,26.0275,50.55,5/17/2020,6956,12,2910,4034,Eastern Mediterranean
,Bangladesh,23.685,90.3563,5/17/2020,22268,328,4373,17567,South-East Asia
,Barbados,13.1939,-59.5432,5/17/2020,88,7,68,13,Americas
,Belarus,53.7098,27.9534,5/17/2020,29650,165,9932,19553,Europe
,Belgium,50.8333,4.469936,5/17/2020,55280,9052,14630,31598,Europe
,Benin,9.3077,2.3158,5/17/2020,339,2,83,254,Africa
,Bhutan,27.5142,90.4336,5/17/2020,21,0,5,16,South-East Asia
,Bolivia,-16.2902,-63.5887,5/17/2020,4088,169,493,3426,Americas
,Bosnia and Herzegovina,43.9159,17.6791,5/17/2020,2290,133,1436,721,Europe
,Brazil,-14.235,-51.9253,5/17/2020,241080,16118,94122,130840,Americas
,Brunei,4.5353,114.7277,5/17/2020,141,1,136,4,Western Pacific
,Bulgaria,42.7339,25.4858,5/17/2020,2211,108,598,1505,Europe
,Burkina Faso,12.2383,-1.5616,5/17/2020,796,51,644,101,Africa
,Cabo Verde,16.5388,-23.0418,5/17/2020,328,3,84,241,Africa
,Cambodia,11.55,104.9167,5/17/2020,122,0,122,0,Western Pacific
,Cameroon,3.848,11.5021,5/17/2020,3105,140,1567,1398,Africa
Alberta,Canada,53.9333,-116.5765,5/17/2020,6644,127,0,6517,Americas
British Columbia,Canada,53.7267,-127.6476,5/17/2020,2428,141,0,2287,Americas
Manitoba,Canada,53.7609,-98.8139,5/17/2020,289,7,0,282,Americas
New Brunswick,Canada,46.5653,-66.4619,5/17/2020,120,0,0,120,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,5/17/2020,260,3,0,257,Americas
Nova Scotia,Canada,44.682,-63.7443,5/17/2020,1040,55,0,985,Americas
Ontario,Canada,51.2538,-85.3232,5/17/2020,23974,1999,0,21975,Americas
Prince Edward Island,Canada,46.5107,-63.4168,5/17/2020,27,0,0,27,Americas
Quebec,Canada,52.9399,-73.5491,5/17/2020,42928,3563,0,39365,Americas
Saskatchewan,Canada,52.9399,-106.4509,5/17/2020,592,7,0,585,Americas
,Central African Republic,6.6111,20.9394,5/17/2020,327,0,13,314,Africa
,Chad,15.4542,18.7322,5/17/2020,503,53,117,333,Africa
,Chile,-35.6751,-71.543,5/17/2020,52369,450,19213,32706,Americas
Anhui,China,31.8257,117.2264,5/17/2020,991,6,985,0,Western Pacific
Beijing,China,40.1824,116.4142,5/17/2020,593,9,578,6,Western Pacific
Chongqing,China,30.0572,107.874,5/17/2020,579,6,573,0,Western Pacific
Fujian,China,26.0789,117.9874,5/17/2020,356,1,355,0,Western Pacific
Gansu,China,35.7518,104.2861,5/17/2020,139,2,137,0,Western Pacific
Guangdong,China,23.3417,113.4244,5/17/2020,1590,8,1579,3,Western Pacific
Guangxi,China,23.8298,108.7881,5/17/2020,254,2,252,0,Western Pacific
Guizhou,China,26.8154,106.8748,5/17/2020,147,2,145,0,Western Pacific
Hainan,China,19.1959,109.7453,5/17/2020,169,6,162,1,Western Pacific
Hebei,China,39.549,116.1306,5/17/2020,328,6,0,322,Western Pacific
Heilongjiang,China,47.862,127.7615,5/17/2020,945,13,932,0,Western Pacific
Henan,China,37.8957,114.9042,5/17/2020,1276,22,0,1254,Western Pacific
Hong Kong,China,22.3,114.2,5/17/2020,1055,4,1024,27,Western Pacific
Hubei,China,30.9756,112.2707,5/17/2020,68134,4512,63616,6,Western Pacific
Hunan,China,27.6104,111.7088,5/17/2020,1019,4,1015,0,Western Pacific
Inner Mongolia,China,44.0935,113.9448,5/17/2020,213,1,196,16,Western Pacific
Jiangsu,China,32.9711,119.455,5/17/2020,653,0,653,0,Western Pacific
Jiangxi,China,27.614,115.7221,5/17/2020,937,1,936,0,Western Pacific
Jilin,China,43.6661,126.1923,5/17/2020,146,2,122,22,Western Pacific
Liaoning,China,41.2956,122.6085,5/17/2020,149,2,144,3,Western Pacific
Macau,China,22.1667,113.55,5/17/2020,45,0,44,1,Western Pacific
Ningxia,China,37.2692,106.1655,5/17/2020,75,0,75,0,Western Pacific
